property,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,lat,long,Date,year,month,day
984210590,20140929,3.60E+05,4,2.25,2470,8686,1,0,0,4,7,1270,1200,1974,0,98058,1900,7350,47.4371,-122.166,2014/9/29,2014,9,29
5422570260,20140929,4.05E+05,2,2.5,1790,5400,2,0,0,4,8,1790,0,1979,0,98052,1700,5760,47.6606,-122.128,2014/9/29,2014,9,29
5636010560,20140929,3.15E+05,4,2.5,2390,9600,2,0,0,3,7,2390,0,1996,0,98010,1900,9603,47.3289,-122.001,2014/9/29,2014,9,29
2787311480,20140929,2.53E+05,3,1.75,1570,7416,1,0,0,4,7,1570,0,1971,0,98031,1900,7416,47.4117,-122.174,2014/9/29,2014,9,29
7215721070,20140929,4.86E+05,4,2.5,1800,4500,2,0,0,3,8,1800,0,1999,0,98075,1800,4500,47.5998,-122.014,2014/9/29,2014,9,29
250000320,20140929,6.26E+05,4,1.75,1350,9293,1,0,0,4,7,1350,0,1954,0,98004,1890,9293,47.6335,-122.196,2014/9/29,2014,9,29
6708200320,20140929,5.99E+05,4,4.75,3700,11000,1,0,0,4,7,1840,1860,1962,0,98028,1720,11564,47.768,-122.251,2014/9/29,2014,9,29
2386000240,20140929,8.50E+05,5,3.5,3870,65556,2,0,0,3,10,3870,0,1994,0,98053,4290,67019,47.6403,-121.992,2014/9/29,2014,9,29
4222310410,20140929,2.31E+05,3,2.25,1690,7245,1,0,1,3,7,1160,530,1973,0,98003,1690,6720,47.3505,-122.305,2014/9/29,2014,9,29
2923501020,20140929,5.80E+05,4,2.25,2610,7700,1,0,0,3,8,1700,910,1977,0,98027,2260,8266,47.5659,-122.089,2014/9/29,2014,9,29
1175001135,20140929,4.24E+05,3,1.75,1140,3395,1,0,0,5,7,620,520,1925,0,98107,1480,3500,47.6712,-122.393,2014/9/29,2014,9,29
7760400880,20140929,2.40E+05,4,2.5,2040,11841,2,0,0,3,7,2040,0,1994,0,98042,1730,8808,47.3691,-122.074,2014/9/29,2014,9,29
3811000250,20140929,6.10E+05,3,2.25,2320,38186,2,0,0,3,8,2320,0,1980,0,98053,2875,37523,47.6645,-122.068,2014/9/29,2014,9,29
2194100050,20140929,8.50E+05,4,2.5,3180,11652,2,0,1,3,9,3180,0,1977,0,98040,3110,15183,47.567,-122.212,2014/9/29,2014,9,29
9547205610,20140929,7.19E+05,4,2.75,2210,3400,1.5,0,0,5,7,1470,740,1926,0,98115,1500,3400,47.6826,-122.311,2014/9/29,2014,9,29
7625700020,20140929,3.40E+05,1,1,640,4800,1,0,0,3,6,640,0,1918,0,98136,1250,2847,47.5551,-122.382,2014/9/29,2014,9,29
1338800280,20140929,1.46E+06,4,1.5,2650,6900,2,0,0,4,9,2400,250,1909,0,98112,2420,6900,47.6275,-122.305,2014/9/29,2014,9,29
2356800020,20140929,4.16E+05,2,1,880,6650,1,0,0,5,6,880,0,1918,0,98117,1250,6650,47.6914,-122.372,2014/9/29,2014,9,29
4051150100,20140929,2.60E+05,3,2.5,1427,4337,2,0,0,3,7,1427,0,2009,0,98042,1443,4347,47.3857,-122.162,2014/9/29,2014,9,29
2143700756,20140929,3.88E+05,4,2.5,2090,5040,2,0,0,3,9,2090,0,2014,0,98055,1430,12000,47.4797,-122.23,2014/9/29,2014,9,29
1085622460,20140929,4.60E+05,4,2.5,3284,6516,2,0,0,3,8,3284,0,2014,0,98092,2555,5008,47.3393,-122.181,2014/9/29,2014,9,29
8691440330,20140929,1.14E+06,5,3.5,4280,6530,2,0,3,3,10,4280,0,2014,0,98075,3960,6863,47.5941,-121.973,2014/9/29,2014,9,29
2767704649,20140929,4.25E+05,2,2.5,1320,1329,2,0,0,3,8,1180,140,2007,0,98107,1490,5000,47.6728,-122.374,2014/9/29,2014,9,29
3022900070,20140929,3.48E+05,3,2,2360,6145,1,0,0,3,8,2360,0,2011,0,98030,2304,5880,47.3564,-122.198,2014/9/29,2014,9,29
2937300430,20140929,9.29E+05,4,2.5,3570,6054,2,0,0,3,9,3570,0,2014,0,98052,3600,6050,47.7053,-122.126,2014/9/29,2014,9,29
3013300288,20140930,4.79E+05,3,1,2090,4755,1,0,2,3,8,1200,890,1969,0,98136,1850,5300,47.5304,-122.387,2014/9/30,2014,9,30
567000672,20140930,3.42E+05,3,3,1260,1251,2,0,0,3,7,1040,220,2003,0,98144,1780,7715,47.5943,-122.296,2014/9/30,2014,9,30
3971700940,20140930,3.30E+05,3,1.5,1430,8000,1,0,0,5,7,1430,0,1948,0,98155,1410,9820,47.772,-122.322,2014/9/30,2014,9,30
6450303820,20140930,2.45E+05,2,1,820,7475,1,0,0,3,6,820,0,1945,0,98133,1030,5720,47.7321,-122.341,2014/9/30,2014,9,30
2600020100,20140930,9.75E+05,4,2.5,2720,10455,2,0,2,3,10,2500,220,1981,0,98006,3240,12348,47.5564,-122.158,2014/9/30,2014,9,30
87000245,20140930,1.70E+05,3,0.75,1040,42180,1,0,0,2,6,1040,0,1947,0,98055,1270,24090,47.4518,-122.199,2014/9/30,2014,9,30
1934800078,20140930,4.30E+05,2,2.25,1040,1516,2,0,0,3,8,1040,0,2008,0,98122,1560,1920,47.6037,-122.307,2014/9/30,2014,9,30
8861500080,20140930,6.07E+05,3,2.75,2810,12813,2,0,0,3,8,2040,770,1988,0,98052,1890,10336,47.6796,-122.114,2014/9/30,2014,9,30
7202350480,20140930,5.75E+05,3,2.5,2120,4780,2,0,0,3,7,2120,0,2004,0,98053,1690,2650,47.681,-122.032,2014/9/30,2014,9,30
7211300050,20140930,4.72E+05,5,2.25,1780,7245,1,0,0,4,8,1330,450,1976,0,98052,1780,7653,47.6946,-122.12,2014/9/30,2014,9,30
5379800500,20140930,2.55E+05,3,1.5,910,25500,1,0,0,3,5,910,0,1943,0,98188,1580,10019,47.4565,-122.276,2014/9/30,2014,9,30
3530500010,20140930,1.76E+05,2,1,920,2332,1,0,0,4,8,920,0,1980,0,98198,1310,2853,47.3779,-122.32,2014/9/30,2014,9,30
4038700190,20140930,5.27E+05,4,2.25,2380,5250,1,0,0,4,7,1410,970,1961,0,98008,2150,8560,47.6164,-122.115,2014/9/30,2014,9,30
3322049005,20140930,8.50E+05,4,2.75,5440,239580,1,0,0,2,9,2720,2720,1969,0,98001,1970,40392,47.354,-122.293,2014/9/30,2014,9,30
7276100145,20140930,3.45E+05,3,2,1470,6950,1,0,0,5,6,1470,0,1932,0,98133,1660,5065,47.7619,-122.343,2014/9/30,2014,9,30
3755000060,20140930,3.16E+05,3,1,1160,10500,1,0,0,4,7,1160,0,1966,0,98034,1520,10500,47.7267,-122.227,2014/9/30,2014,9,30
6882200140,20140930,2.75E+05,3,1.5,1030,7184,1,0,0,4,7,1030,0,1968,0,98056,1330,7262,47.5069,-122.189,2014/9/30,2014,9,30
5104520720,20140930,3.54E+05,4,2.5,1770,9239,2,0,0,3,7,1770,0,2004,0,98038,2150,5450,47.3512,-122.006,2014/9/30,2014,9,30
2210500010,20140930,2.45E+06,7,4.25,4670,23115,2,0,2,3,11,4670,0,1992,0,98039,3240,13912,47.6183,-122.227,2014/9/30,2014,9,30
2767704332,20140930,4.69E+05,3,3.25,1390,1278,2,0,0,3,8,1140,250,2005,0,98107,1390,1256,47.6735,-122.375,2014/9/30,2014,9,30
4137070440,20140930,3.29E+05,5,2.75,2570,7260,2,0,0,3,8,2570,0,1996,0,98092,2200,7421,47.2622,-122.212,2014/9/30,2014,9,30
5706202070,20140930,5.11E+05,4,2.5,1560,12220,1.5,0,0,4,7,1560,0,1965,0,98027,1920,12220,47.5287,-122.053,2014/9/30,2014,9,30
301401610,20140930,3.30E+05,4,2.75,2475,4000,2,0,0,3,7,2475,0,2014,0,98002,2475,4000,47.3452,-122.209,2014/9/30,2014,9,30
9523100731,20140930,5.80E+05,3,2.5,1620,1171,3,0,4,3,8,1470,150,2008,0,98103,1620,1505,47.6681,-122.355,2014/9/30,2014,9,30
6056110430,20140930,6.29E+05,3,2.5,2160,1912,2,0,0,3,9,1970,190,2014,0,98118,1810,2653,47.5642,-122.292,2014/9/30,2014,9,30
8150100045,20141001,2.10E+05,2,1,830,6000,1,0,0,3,6,830,0,1940,0,98126,830,4960,47.5308,-122.376,2014/10/1,2014,10,1
2231500030,20141001,3.15E+05,4,2.25,2180,10754,1,0,0,5,7,1100,1080,1954,0,98133,1810,6929,47.7711,-122.341,2014/10/1,2014,10,1
2571910160,20141001,2.83E+05,4,2.75,2130,8560,1,0,0,3,7,1560,570,1992,0,98022,2130,8560,47.1949,-122.01,2014/10/1,2014,10,1
7287100135,20141001,4.23E+05,3,1,1830,13900,1,0,0,3,7,1830,0,1951,0,98133,1840,10667,47.7654,-122.352,2014/10/1,2014,10,1
8081500060,20141001,1.93E+06,4,3.25,4280,20296,2,0,0,4,11,4280,0,1984,0,98004,3420,16351,47.6377,-122.212,2014/10/1,2014,10,1
3856901525,20141001,6.28E+05,4,1,1560,4080,1.5,0,0,3,7,1560,0,1923,0,98103,1890,4080,47.6711,-122.331,2014/10/1,2014,10,1
1337800045,20141001,6.25E+05,3,1.75,1660,4800,2,0,0,3,7,1660,0,1906,2014,98112,1660,4800,47.6296,-122.308,2014/10/1,2014,10,1
7942601200,20141001,4.12E+05,2,1,1040,5120,1,0,0,3,7,1040,0,1901,0,98122,1250,4000,47.6048,-122.312,2014/10/1,2014,10,1
795000885,20141001,2.83E+05,3,1,1740,5247,1,0,0,3,7,1270,470,1947,0,98168,1070,5636,47.5049,-122.329,2014/10/1,2014,10,1
5040800015,20141001,7.03E+05,2,1,1370,5922,1,0,2,3,8,1130,240,1941,0,98199,2460,6759,47.6473,-122.406,2014/10/1,2014,10,1
6150200375,20141001,2.27E+05,2,1,860,6800,1,0,0,3,6,860,0,1943,0,98133,1220,6800,47.7274,-122.337,2014/10/1,2014,10,1
3885805175,20141001,1.49E+06,4,3.25,3730,7200,2,0,0,3,10,2810,920,2006,0,98033,2490,7200,47.6824,-122.199,2014/10/1,2014,10,1
579002600,20141001,6.60E+05,3,1.75,1750,5200,1,0,1,4,8,1750,0,1956,0,98117,2060,5200,47.6995,-122.383,2014/10/1,2014,10,1
898000220,20141001,2.63E+05,3,1.5,1610,10291,1,0,0,4,7,1610,0,1961,0,98022,1410,7729,47.2025,-121.999,2014/10/1,2014,10,1
7577700521,20141001,5.39E+05,2,1.75,1900,5175,1,0,0,3,7,1200,700,1919,0,98116,1370,5175,47.5689,-122.386,2014/10/1,2014,10,1
3528900160,20141001,6.55E+05,3,1,1370,5250,1,0,0,3,7,1070,300,1939,0,98109,2410,4200,47.6421,-122.348,2014/10/1,2014,10,1
1189000700,20141001,6.25E+05,3,1.5,1600,4128,1.5,0,0,3,8,1250,350,1906,0,98122,1540,3976,47.6122,-122.297,2014/10/1,2014,10,1
7214711260,20141001,6.55E+05,4,2.5,3340,34238,1,0,0,4,8,2060,1280,1977,0,98077,2400,36590,47.7654,-122.076,2014/10/1,2014,10,1
9221400335,20141001,5.70E+05,4,1.75,2340,5080,1,0,0,5,7,1170,1170,1924,0,98115,1270,3270,47.6746,-122.32,2014/10/1,2014,10,1
9839301165,20141001,9.99E+05,2,1,1570,4400,1.5,0,0,4,8,1570,0,1914,0,98122,1850,4400,47.6112,-122.293,2014/10/1,2014,10,1
3528000040,20141001,1.69E+06,3,3.25,5290,224442,2,0,0,4,11,4540,750,1988,0,98053,3750,84936,47.6671,-122.051,2014/10/1,2014,10,1
1231001115,20141001,4.40E+05,2,1,1190,3400,1,0,0,4,7,990,200,1917,0,98118,1180,4000,47.5539,-122.268,2014/10/1,2014,10,1
2619920170,20141001,7.73E+05,4,2.5,3230,4290,2,0,0,3,9,3230,0,2004,0,98033,3220,5083,47.6874,-122.161,2014/10/1,2014,10,1
9550200470,20141001,6.90E+05,4,1.5,1970,4590,2.5,0,0,3,7,1970,0,1909,0,98103,1900,4590,47.666,-122.332,2014/10/1,2014,10,1
7576700150,20141001,1.33E+06,3,2.25,2360,5504,2,0,0,4,8,2080,280,1913,0,98122,2840,5470,47.617,-122.288,2014/10/1,2014,10,1
3271300155,20141001,7.59E+05,3,1.5,1980,5800,1,0,0,4,8,1520,460,1949,0,98199,2280,5800,47.6499,-122.413,2014/10/1,2014,10,1
1020069042,20141001,8.58E+05,4,3.5,4370,422967,1,0,2,4,10,2580,1790,1978,0,98022,3260,422967,47.2332,-122.029,2014/10/1,2014,10,1
98000870,20141001,1.06E+06,4,3.5,4460,16271,2,0,2,3,11,4460,0,2001,0,98075,4540,17122,47.5862,-121.97,2014/10/1,2014,10,1
5458300580,20141001,4.78E+05,2,2,1200,1867,1,0,0,3,7,600,600,1924,1998,98109,1790,2221,47.627,-122.345,2014/10/1,2014,10,1
7899800863,20141001,3.00E+05,3,2.5,1210,2046,2,0,0,3,9,920,290,2008,0,98106,1070,651,47.5212,-122.357,2014/10/1,2014,10,1
7853321090,20141001,4.50E+05,3,2.5,2410,4293,2,0,0,3,7,2410,0,2007,0,98065,2190,5900,47.5196,-121.869,2014/10/1,2014,10,1
2801910100,20141001,7.55E+05,3,2.5,2930,5641,2,0,0,3,8,2930,0,2013,0,98052,3300,5641,47.71,-122.113,2014/10/1,2014,10,1
2768301357,20141001,5.00E+05,3,2.25,1530,1396,2,0,0,3,8,1240,290,2007,0,98107,1690,2500,47.666,-122.367,2014/10/1,2014,10,1
2428100080,20141001,1.06E+06,4,3,2990,6695,2,0,0,3,10,2990,0,2014,0,98075,2760,6600,47.5817,-122.047,2014/10/1,2014,10,1
6073240060,20141002,5.80E+05,4,3,3280,11060,2,0,0,3,8,2270,1010,1986,0,98056,2320,11004,47.5399,-122.181,2014/10/2,2014,10,2
726049190,20141002,2.88E+05,3,1,1810,7200,1,0,0,4,7,1130,680,1954,0,98133,1810,8100,47.7493,-122.351,2014/10/2,2014,10,2
7888400560,20141002,2.08E+05,4,2.75,1810,8677,1.5,0,0,3,7,1810,0,1962,0,98198,1740,8677,47.3668,-122.31,2014/10/2,2014,10,2
3826000560,20141002,1.73E+05,2,1,1740,8100,1,0,0,3,6,1050,690,1947,0,98168,960,8100,47.4942,-122.304,2014/10/2,2014,10,2
5360200054,20141002,2.48E+05,3,2,1530,8749,1,0,0,3,7,1530,0,1995,0,98023,1750,8749,47.2974,-122.372,2014/10/2,2014,10,2
3124089086,20141002,3.00E+05,4,1,1730,177657,1.5,0,0,3,5,1730,0,1948,0,98065,1400,45175,47.5163,-121.829,2014/10/2,2014,10,2
859000110,20141002,1.25E+05,1,1,500,7440,1,0,0,1,5,500,0,1928,0,98106,1350,7440,47.5252,-122.362,2014/10/2,2014,10,2
6895300050,20141002,5.30E+05,5,2.25,3030,9430,2,0,0,4,8,2600,430,1961,0,98133,2230,8425,47.7515,-122.353,2014/10/2,2014,10,2
2769602880,20141002,6.52E+05,3,2,2130,5000,1.5,0,0,5,7,1330,800,1925,0,98107,2010,5000,47.6746,-122.362,2014/10/2,2014,10,2
686400380,20141002,7.70E+05,7,2.25,3260,8145,2,0,0,5,8,3260,0,1967,0,98008,2340,8145,47.6336,-122.115,2014/10/2,2014,10,2
624101110,20141002,7.25E+05,4,2.25,3440,14237,2,0,0,3,9,3440,0,1982,0,98077,3250,18365,47.7241,-122.065,2014/10/2,2014,10,2
6072760210,20141002,4.38E+05,4,2.25,2670,14255,1,0,0,4,8,1610,1060,1975,0,98006,2470,10290,47.5623,-122.175,2014/10/2,2014,10,2
2767603608,20141002,4.05E+05,2,1.5,1170,1274,3,0,0,3,8,1170,0,2001,0,98107,1290,1308,47.6719,-122.381,2014/10/2,2014,10,2
6300500105,20141002,3.04E+05,2,2.25,1320,1034,3,0,0,3,7,1320,0,1996,0,98133,1330,1206,47.7039,-122.344,2014/10/2,2014,10,2
9406550060,20141002,3.40E+05,4,2.5,1930,7862,2,0,0,3,7,1930,0,1994,0,98038,1640,9145,47.3644,-122.04,2014/10/2,2014,10,2
8732190070,20141002,2.68E+05,3,1.75,1980,12543,1,0,0,3,8,1180,800,1978,0,98023,2090,8539,47.3104,-122.394,2014/10/2,2014,10,2
2868900160,20141002,2.23E+05,3,1,990,10125,1,0,0,3,7,990,0,1972,0,98042,1360,10125,47.3422,-122.089,2014/10/2,2014,10,2
7697920150,20141002,2.40E+05,4,2.25,1830,7614,2,0,0,3,7,1830,0,1991,0,98030,1860,6930,47.3682,-122.179,2014/10/2,2014,10,2
7214810150,20141002,4.28E+05,3,1.75,2120,9350,1,0,0,3,7,1280,840,1979,0,98072,2200,9000,47.7562,-122.145,2014/10/2,2014,10,2
7129303180,20141002,3.10E+05,3,2,1290,6150,1,0,1,5,6,1290,0,1950,0,98118,1960,6150,47.5181,-122.257,2014/10/2,2014,10,2
3782760280,20141002,3.66E+05,3,2.5,1790,4065,2,0,0,3,8,1790,0,2009,0,98019,2480,4252,47.7344,-121.965,2014/10/2,2014,10,2
2624089026,20141002,2.75E+05,4,1,1430,27153,1.5,0,0,4,5,1430,0,1934,0,98065,1880,27153,47.5372,-121.744,2014/10/2,2014,10,2
1234000630,20141002,5.25E+05,4,2.75,2530,11549,1,0,0,3,7,1700,830,1942,0,98033,2530,10000,47.6557,-122.197,2014/10/2,2014,10,2
1656600280,20141002,6.55E+05,4,2.5,3110,24466,2,0,0,3,9,3110,0,1997,0,98059,3080,22185,47.4898,-122.127,2014/10/2,2014,10,2
8651511030,20141002,5.25E+05,3,1.75,2120,9146,1,0,0,3,8,1260,860,1981,0,98074,2040,10485,47.6475,-122.064,2014/10/2,2014,10,2
7831800495,20141002,3.47E+05,4,2.5,2150,5100,1.5,0,0,3,7,1290,860,1991,0,98106,1920,5100,47.5338,-122.36,2014/10/2,2014,10,2
8024202380,20141002,4.18E+05,5,2.5,1980,10205,1,0,0,4,7,1080,900,1929,0,98115,1310,5413,47.699,-122.307,2014/10/2,2014,10,2
5347200165,20141002,2.65E+05,3,1,1070,4800,1,0,0,3,6,970,100,1947,0,98126,1120,1198,47.5187,-122.377,2014/10/2,2014,10,2
826069184,20141002,5.35E+05,3,2.5,1960,47044,2,0,0,4,8,1960,0,1978,0,98077,2020,29004,47.7573,-122.07,2014/10/2,2014,10,2
1180000830,20141002,4.60E+05,4,3.5,2870,3225,2,0,3,3,9,2070,800,2006,0,98178,1770,6450,47.5009,-122.225,2014/10/2,2014,10,2
2597490030,20141002,8.15E+05,4,3.5,3040,4006,2,0,0,3,8,2350,690,2013,0,98029,2050,4000,47.5439,-122.011,2014/10/2,2014,10,2
993000315,20141002,3.79E+05,3,3.25,1380,1234,3,0,0,3,8,1380,0,2006,0,98103,1370,1282,47.6935,-122.342,2014/10/2,2014,10,2
7697000150,20141002,2.84E+05,3,2.5,1660,4083,2,0,0,3,7,1660,0,2013,0,98038,1800,4087,47.3595,-122.045,2014/10/2,2014,10,2
3629990020,20141002,4.50E+05,3,2.25,1260,2556,2,0,0,3,7,1260,0,2005,0,98029,1630,2844,47.5482,-121.998,2014/10/2,2014,10,2
4140940150,20141002,5.72E+05,4,2.75,2770,3852,2,0,0,3,8,2770,0,2014,0,98178,1810,5641,47.5001,-122.232,2014/10/2,2014,10,2
9485950310,20141003,6.10E+05,4,3.25,5450,37058,1.5,0,0,5,9,5450,0,1984,0,98042,2800,35716,47.351,-122.087,2014/10/3,2014,10,3
3971701455,20141003,2.73E+05,2,0.5,1180,7750,1,0,0,4,6,590,590,1945,0,98155,1380,8976,47.769,-122.316,2014/10/3,2014,10,3
2624059036,20141003,1.60E+06,5,4.5,5130,43123,2,0,0,3,11,5130,0,1996,0,98006,4670,43560,47.544,-122.126,2014/10/3,2014,10,3
6411600026,20141003,4.76E+05,3,1,1500,9416,1,0,0,4,8,1500,0,1952,0,98133,1440,7200,47.7135,-122.332,2014/10/3,2014,10,3
6450301690,20141003,2.10E+05,3,1,1000,5454,1,0,0,3,7,1000,0,1954,0,98133,1320,5250,47.7339,-122.337,2014/10/3,2014,10,3
1626069198,20141003,4.50E+05,3,1.75,2290,44866,1,0,0,3,8,1390,900,1981,0,98077,2410,44866,47.7398,-122.041,2014/10/3,2014,10,3
426059055,20141003,6.20E+05,3,1.75,2410,35236,1,0,0,3,8,2410,0,1980,2001,98072,2110,16980,47.7651,-122.166,2014/10/3,2014,10,3
5561200980,20141003,3.90E+05,4,2.25,2680,35218,2,0,0,3,8,2680,0,1986,0,98027,2980,35218,47.4613,-121.997,2014/10/3,2014,10,3
425200205,20141003,1.65E+05,3,1.5,1020,10152,1,0,0,5,6,1020,0,1959,0,98056,1320,8892,47.4971,-122.168,2014/10/3,2014,10,3
7243500015,20141003,2.75E+05,4,2,1720,5472,1,0,0,3,6,860,860,1923,0,98118,1720,5670,47.5299,-122.288,2014/10/3,2014,10,3
3528400180,20141003,3.50E+05,4,2.75,3390,16153,1,0,0,4,7,1970,1420,1961,0,98031,2530,8495,47.3954,-122.184,2014/10/3,2014,10,3
372000040,20141003,3.04E+05,3,1.75,1720,6000,1,0,2,3,7,1000,720,1954,0,98178,1690,6000,47.4999,-122.223,2014/10/3,2014,10,3
2862100260,20141003,5.40E+05,4,1.75,1840,4280,1,0,0,4,7,920,920,1918,0,98105,1660,4280,47.6681,-122.32,2014/10/3,2014,10,3
3598600049,20141003,1.24E+05,1,0.75,840,7203,1.5,0,0,3,6,840,0,1949,0,98168,1560,8603,47.4756,-122.301,2014/10/3,2014,10,3
323089159,20141003,3.32E+05,3,1.75,1340,13115,1,0,0,3,7,1340,0,1978,0,98045,1370,10800,47.5021,-121.77,2014/10/3,2014,10,3
7922900030,20141003,8.51E+05,3,2.75,2660,10350,1,0,4,4,8,1330,1330,1971,0,98008,2820,10043,47.5868,-122.116,2014/10/3,2014,10,3
9523100550,20141003,8.58E+05,3,1.5,2040,3960,2,0,2,5,8,2040,0,1928,0,98103,1540,3400,47.6658,-122.355,2014/10/3,2014,10,3
9828702266,20141003,5.20E+05,3,2.5,1480,1165,3,0,0,3,8,1480,0,2006,0,98144,1480,1231,47.6199,-122.3,2014/10/3,2014,10,3
2787000040,20141003,2.85E+05,3,1.5,1870,42070,1,0,0,3,7,1870,0,1953,0,98168,1870,19965,47.509,-122.313,2014/10/3,2014,10,3
3629921120,20141003,7.65E+05,4,2.5,2660,5043,2,0,2,3,9,2660,0,2003,0,98029,3010,5500,47.5445,-121.996,2014/10/3,2014,10,3
3971700981,20141003,4.15E+05,3,1.75,2650,7500,1.5,0,0,4,7,1590,1060,1962,0,98155,1340,7500,47.7716,-122.317,2014/10/3,2014,10,3
1068000559,20141003,1.28E+06,4,1.75,3720,8448,1,0,3,4,9,1960,1760,1947,0,98199,2540,7064,47.6425,-122.406,2014/10/3,2014,10,3
6840701225,20141003,5.93E+05,4,1.5,2080,4400,1.5,0,0,3,7,2080,0,1925,0,98122,1680,4400,47.606,-122.299,2014/10/3,2014,10,3
322059049,20141003,2.95E+05,2,1,820,288367,1,0,0,3,6,820,0,1930,1986,98042,1580,8154,47.4196,-122.165,2014/10/3,2014,10,3
7129302555,20141003,2.60E+05,2,1,1410,5650,1.5,0,0,3,6,1410,0,1918,0,98118,1430,5650,47.5159,-122.258,2014/10/3,2014,10,3
9550201495,20141003,7.65E+05,3,1.75,2120,5000,2,0,0,3,7,1980,140,1920,2010,98103,2020,5000,47.6666,-122.331,2014/10/3,2014,10,3
3299200080,20141003,5.18E+05,4,2.75,2440,12051,1,0,0,5,8,1440,1000,1966,0,98133,2030,8006,47.7456,-122.351,2014/10/3,2014,10,3
1450900020,20141003,2.68E+05,3,2,1610,8416,1,0,0,3,7,1610,0,1994,0,98031,1600,8308,47.397,-122.187,2014/10/3,2014,10,3
3336000170,20141003,3.35E+05,4,1,1480,6500,1.5,0,0,4,7,1480,0,1914,0,98118,2380,6000,47.5282,-122.267,2014/10/3,2014,10,3
2525049086,20141003,2.72E+06,4,3.25,3990,18115,2,0,0,4,11,3990,0,1989,0,98039,3450,16087,47.6177,-122.229,2014/10/3,2014,10,3
558100065,20141003,2.55E+05,2,1,780,8160,1,0,0,4,6,780,0,1953,0,98133,1310,8160,47.7356,-122.34,2014/10/3,2014,10,3
4216500020,20141003,7.18E+05,5,2.75,2930,7663,2,0,0,3,9,2930,0,2013,0,98056,2750,10335,47.5308,-122.184,2014/10/3,2014,10,3
1085623630,20141003,4.37E+05,4,2.5,2708,4772,2,0,0,3,9,2708,0,2014,0,98092,2502,4900,47.3413,-122.178,2014/10/3,2014,10,3
9211000110,20141003,5.25E+05,4,2.5,3130,5795,2,0,0,3,9,3130,0,2008,0,98059,2950,5259,47.4997,-122.151,2014/10/3,2014,10,3
7853420110,20141003,5.95E+05,3,3,2780,6000,2,0,0,3,9,2780,0,2013,0,98065,2850,6000,47.5184,-121.886,2014/10/3,2014,10,3
461002551,20141004,3.31E+05,1,1,580,1799,1,0,0,3,7,580,0,1908,2005,98117,1260,4000,47.6829,-122.375,2014/10/4,2014,10,4
6858700225,20141004,2.00E+05,3,1.75,1550,6225,1,0,0,4,7,1550,0,1949,0,98002,1760,9496,47.3098,-122.218,2014/10/4,2014,10,4
952001735,20141004,7.50E+05,4,1.75,2100,6613,2,0,0,3,8,2100,0,1909,2004,98116,1630,5750,47.567,-122.385,2014/10/4,2014,10,4
8929000060,20141004,3.51E+05,2,1.75,1210,1189,2,0,0,3,8,1210,0,2014,0,98029,1540,1672,47.5526,-121.998,2014/10/4,2014,10,4
7983000200,20141005,1.70E+05,3,1,1300,8284,1,0,0,3,7,1300,0,1968,0,98003,1360,7848,47.3327,-122.306,2014/10/5,2014,10,5
2113700500,20141005,2.51E+05,3,1.75,1290,4000,1,0,0,3,6,1170,120,1943,0,98106,1140,4000,47.5309,-122.354,2014/10/5,2014,10,5
2591820310,20141006,3.65E+05,4,2.25,2070,8893,2,0,0,4,8,2070,0,1986,0,98058,2390,7700,47.4388,-122.162,2014/10/6,2014,10,6
205000520,20141006,7.38E+05,4,2.5,3200,36276,2,0,0,3,9,3200,0,1993,0,98053,2930,33171,47.6304,-121.994,2014/10/6,2014,10,6
6450302900,20141006,3.30E+05,3,1,1080,5250,1,0,0,4,7,1080,0,1947,0,98133,1100,5250,47.7309,-122.336,2014/10/6,2014,10,6
2767705010,20141006,6.39E+05,4,2,1940,5000,1,0,0,4,7,980,960,1910,0,98107,1940,5000,47.6719,-122.369,2014/10/6,2014,10,6
1169000057,20141006,1.13E+06,6,4.25,3100,9378,3,0,2,3,11,3100,0,1978,0,98112,3270,6334,47.6381,-122.314,2014/10/6,2014,10,6
3630180500,20141006,1.15E+06,5,3.5,4350,6218,2,0,2,3,10,3520,830,2007,0,98027,3260,5989,47.5396,-121.997,2014/10/6,2014,10,6
9378500050,20141006,2.95E+05,4,2.5,2350,8906,2,0,0,3,7,2350,0,1993,0,98031,2000,8165,47.4205,-122.215,2014/10/6,2014,10,6
3937900120,20141006,4.00E+05,4,3,1810,5012,2,0,0,4,7,1810,0,1997,0,98108,1670,5161,47.5691,-122.292,2014/10/6,2014,10,6
4420600015,20141006,5.72E+05,4,2.25,2810,25990,2,0,0,3,8,1860,950,1959,0,98001,2020,16140,47.2993,-122.293,2014/10/6,2014,10,6
740500070,20141006,2.65E+05,3,1.5,1460,8505,1,0,0,4,7,1460,0,1955,0,98055,1580,8505,47.4402,-122.195,2014/10/6,2014,10,6
6139800390,20141006,4.33E+05,3,2.5,1940,10800,1,0,0,3,8,1340,600,1979,0,98077,2080,9600,47.7471,-122.075,2014/10/6,2014,10,6
8079040140,20141006,4.29E+05,3,2.5,1860,11122,2,0,0,3,8,1860,0,1994,0,98059,2420,8542,47.5062,-122.151,2014/10/6,2014,10,6
